competitor_count,avg_similarity,opportunity_count,risk_count,missing_feature_count,target_score
4,0.613,0,9,6,52.67
10,0.927,10,4,7,100.0
17,0.822,4,0,9,87.45
8,0.475,9,5,7,100.0
2,0.753,4,5,6,93.17
18,0.943,2,0,2,56.42
14,0.385,6,3,9,100.0
17,0.767,7,0,4,96.83
17,0.358,9,7,5,93.05
6,0.449,1,10,10,62.78
16,0.5,2,9,5,41.5
6,0.818,7,9,4,81.55
2,0.484,7,2,7,100.0
16,0.113,10,1,2,100.0
8,0.148,1,1,10,100.0
16,0.874,10,0,3,100.0
0,0.719,3,10,2,64.03
6,0.807,8,10,2,79.83
20,0.683,4,7,5,48.92
11,0.517,10,4,2,100.0
10,0.638,7,8,9,92.05
4,0.898,10,1,9,100.0
9,0.385,1,8,6,58.38
15,0.978,3,0,10,83.55
3,0.704,3,5,5,84.4
17,0.85,3,4,10,66.75
11,0.83,4,6,2,61.25
12,0.717,10,6,4,100.0
6,0.246,3,3,8,100.0
10,0.196,1,9,0,45.1
18,0.571,1,9,8,35.73
6,0.831,4,10,10,71.22
7,0.917,9,9,0,81.08
15,0.667,7,9,2,63.33
5,0.986,1,0,7,85.35
5,0.798,0,10,0,30.05
6,0.152,3,7,8,90.2
6,0.26,3,7,2,75.5
0,0.49,1,0,1,95.75
16,0.283,4,1,8,96.92
16,0.79,8,6,5,82.25
13,0.456,2,4,8,74.6
7,0.988,10,4,3,100.0
8,0.209,1,3,1,74.78
10,0.629,1,0,3,76.28
14,0.13,9,3,10,100.0
1,0.68,9,1,0,100.0
1,0.242,3,1,3,100.0
5,0.342,4,6,1,83.45
12,0.846,4,10,0,38.85
16,0.229,3,1,9,94.28
16,0.798,6,5,2,68.05
14,0.907,4,1,4,77.33
8,0.843,0,7,0,34.92
15,0.47,8,0,5,100.0
13,0.778,9,1,8,100.0
17,0.227,2,8,4,48.33
20,0.559,8,6,0,70.03
12,0.262,10,2,0,100.0
6,0.382,4,4,1,88.45
3,0.719,3,0,2,98.03
8,0.647,7,0,5,100.0
12,0.926,7,8,2,66.85
15,0.234,0,6,4,48.15
2,0.968,0,2,3,69.8
15,0.328,3,5,0,59.8
0,0.182,0,2,9,100.0
8,0.928,2,3,1,62.8
8,0.963,4,8,10,71.92
13,0.158,7,3,0,100.0
0,0.275,8,2,6,100.0
13,0.983,9,3,3,97.42
18,0.306,5,1,9,100.0
17,0.15,7,6,4,88.25
6,0.863,9,6,0,96.42
20,0.299,6,10,0,48.52
13,0.532,8,5,0,88.7
5,0.789,4,1,5,100.0
17,0.488,3,0,0,71.8
9,0.819,6,2,3,95.53
14,0.378,5,6,0,68.55
0,0.758,9,2,0,100.0
9,0.229,10,0,4,100.0
11,0.159,0,10,7,48.03
11,0.768,10,0,6,100.0
17,0.529,3,10,9,48.77
18,0.742,3,5,2,47.45
10,0.189,7,7,10,100.0
14,0.448,10,0,9,100.0
0,0.499,9,1,10,100.0
15,0.665,7,4,9,97.38
9,0.861,8,9,8,88.47
18,0.849,5,9,1,38.78
8,0.606,10,0,4,100.0
20,0.133,7,9,1,64.67
19,0.274,9,3,1,99.15
15,0.151,3,8,10,72.22
10,0.58,0,2,10,77.5
19,0.863,6,5,9,74.42
6,0.216,9,5,1,100.0
0,0.91,1,2,8,91.25
2,0.231,7,8,5,100.0
19,0.281,2,2,0,58.98
12,0.307,10,1,9,100.0
11,0.161,2,1,8,97.97
6,0.959,6,10,2,64.03
8,0.356,8,7,8,100.0
7,0.42,8,4,10,100.0
9,0.486,2,0,0,81.85
15,0.312,4,1,3,88.2
11,0.519,10,3,9,100.0
13,0.464,1,0,8,84.4
0,0.15,1,8,3,76.25
5,0.538,9,10,10,100.0
14,0.639,3,6,3,56.02
14,0.938,3,7,3,44.55
19,0.142,6,9,5,68.45
18,0.357,5,5,8,81.08
5,0.142,6,5,10,100.0
14,0.605,1,5,1,44.88
10,0.709,2,9,1,40.28
15,0.342,10,5,4,100.0
2,0.339,1,9,3,63.53
16,0.247,4,6,4,69.83
6,0.747,1,2,3,73.33
8,0.491,3,9,9,71.72
9,0.502,7,6,9,100.0
16,0.588,7,3,0,83.3
18,0.104,10,3,10,100.0
16,0.368,2,0,9,88.8
10,0.147,10,1,3,100.0
3,0.933,6,1,7,100.0
14,0.41,6,7,9,87.75
4,0.171,0,9,4,59.72
3,0.961,2,3,5,79.97
7,0.766,2,2,8,86.85
12,0.788,5,8,10,74.3
3,0.329,5,10,3,81.78
3,0.601,0,0,4,86.97
15,0.387,7,10,0,62.33
17,0.793,6,3,2,74.17
17,0.465,8,2,2,98.38
4,0.869,1,9,5,50.28
1,0.941,6,10,2,74.47
17,0.889,8,3,0,79.78
15,0.466,7,6,6,88.35
8,0.101,9,9,7,100.0
11,0.613,1,3,10,76.67
10,0.135,10,7,2,100.0
19,0.786,5,8,5,50.35
6,0.286,6,10,5,86.85
17,0.929,9,5,10,96.78
1,0.49,6,9,9,100.0
17,0.708,5,10,4,46.3
18,0.625,4,0,0,72.38
7,0.26,5,2,6,100.0
7,0.924,6,7,2,74.9
11,0.238,7,1,6,100.0
12,0.293,4,8,6,72.67
2,0.502,9,5,8,100.0
14,0.624,3,0,9,92.4
0,0.781,9,10,3,100.0
17,0.802,8,8,3,67.95
8,0.743,6,0,3,100.0
18,0.469,3,7,3,48.27
1,0.763,5,6,0,84.92
5,0.331,6,7,0,89.72
14,0.602,3,0,7,88.95
15,0.605,0,0,0,54.88
10,0.591,0,3,5,63.22
15,0.924,3,2,0,56.9
0,0.96,4,10,8,76.0
3,0.308,0,4,0,70.3
6,0.367,0,8,4,54.83
10,0.835,0,5,6,51.12
14,0.179,10,8,0,95.53
17,0.577,7,8,1,63.58
14,0.694,3,2,0,64.65
19,0.607,3,4,4,56.83
7,0.736,7,1,0,100.0
11,0.436,9,9,9,100.0
17,0.264,3,10,10,57.4
1,0.195,4,9,6,93.12
8,0.447,4,0,2,100.0
12,0.476,5,10,0,54.1
11,1.0,10,10,4,81.0
15,0.207,8,1,9,100.0
12,0.662,4,5,10,83.45
8,0.559,6,9,4,78.03
19,0.141,1,6,9,58.48
9,0.81,2,4,9,75.75
0,0.293,1,7,4,78.67
14,0.581,0,1,9,71.47
9,0.127,6,2,0,100.0
17,0.98,3,2,1,53.5
12,0.311,7,5,2,94.22
19,0.599,9,0,5,100.0
10,0.374,5,10,0,60.65
13,0.388,7,10,0,66.3
0,0.331,8,0,4,100.0
10,0.498,5,10,3,63.55
9,0.739,3,4,1,67.53
2,0.684,2,9,4,62.9
7,0.199,10,10,9,100.0
8,0.497,5,3,6,100.0
9,0.924,8,5,3,92.9
20,0.943,6,3,5,70.42
6,0.368,1,2,9,94.8
11,0.192,4,3,8,100.0
8,0.965,6,9,10,79.88
15,0.802,9,1,9,100.0
0,0.675,1,9,0,53.12
17,0.372,10,4,6,100.0
3,0.227,7,1,7,100.0
19,0.665,0,5,10,45.38
17,0.93,3,8,1,30.75
18,0.906,2,10,9,31.35
6,0.152,1,7,5,72.2
0,0.24,5,7,8,100.0
19,0.663,3,9,1,29.42
0,0.169,7,6,6,100.0
10,0.174,6,5,4,99.65
5,0.378,1,8,10,74.55
8,0.243,9,1,4,100.0
17,0.205,6,5,7,90.88
10,0.997,7,0,1,99.08
4,0.763,7,10,0,74.92
2,0.878,8,0,9,100.0
19,0.704,7,5,1,68.4
8,0.54,6,6,8,98.5
8,0.931,8,1,10,100.0
4,0.795,2,5,7,78.12
8,0.302,3,7,2,70.45
15,0.155,6,4,10,100.0
3,0.634,10,1,5,100.0
19,0.252,9,7,4,89.7
3,0.9,7,2,4,100.0
1,0.205,0,6,6,80.88
0,0.137,8,4,5,100.0
11,0.237,1,8,3,52.08
11,0.372,6,5,7,98.7
15,0.272,7,5,2,89.2
15,0.781,3,8,5,46.47
6,0.211,9,0,1,100.0
12,0.311,5,1,4,100.0
2,0.111,3,0,5,100.0
11,0.505,8,0,7,100.0
19,0.505,6,4,9,87.38
3,0.172,1,6,9,89.7
20,0.5,4,4,10,75.5
12,0.342,1,3,4,69.45
19,0.396,2,2,2,60.1
8,0.638,0,6,5,54.05
17,0.653,10,1,3,100.0
13,0.493,9,10,6,87.67
4,0.146,7,3,2,100.0
15,0.525,9,6,6,98.88
3,0.365,6,1,8,100.0
15,0.541,10,9,3,86.47
6,0.78,0,6,1,46.5
16,0.75,4,3,6,73.25
11,0.974,6,9,5,63.65
0,0.753,1,7,7,73.17
3,0.441,7,9,6,100.0
14,0.654,0,1,5,61.65
8,0.948,3,3,9,84.3
8,0.914,3,0,3,85.15
7,0.747,0,4,4,59.33
1,0.3,7,8,10,100.0
2,0.522,8,0,8,100.0
4,0.838,9,10,0,85.05
7,0.135,6,9,6,94.62
16,0.797,4,4,6,68.08
4,0.862,6,4,2,94.45
6,0.864,0,0,8,82.4
9,0.152,5,2,9,100.0
6,0.281,3,8,4,74.97
20,0.296,8,10,6,72.6
12,0.919,5,6,8,75.03
9,0.547,1,8,10,62.33
10,0.976,4,2,7,85.6
13,0.601,6,1,5,100.0
15,0.31,2,1,1,72.25
13,0.485,7,8,9,89.88
20,0.263,5,4,8,83.42
18,0.217,9,5,0,92.58
13,0.293,4,3,1,80.67
7,0.414,7,0,10,100.0
17,0.2,7,9,0,67.0
0,0.912,2,1,3,91.2
10,0.192,7,7,9,100.0
0,0.209,7,5,7,100.0
17,0.412,4,9,0,43.7
19,0.345,8,2,7,100.0
11,0.461,4,1,8,100.0
17,0.518,2,2,6,69.05
10,0.691,8,3,8,100.0
15,0.406,10,1,3,100.0
5,0.629,5,4,7,100.0
16,0.419,0,2,4,57.52
15,0.572,8,9,7,81.7
19,0.27,3,0,5,83.25
14,0.471,6,5,9,94.22
1,0.642,0,4,0,65.95
11,0.187,3,1,0,87.33
4,0.96,6,10,8,80.0
9,0.276,4,5,9,97.1
10,0.978,7,8,2,69.55
17,0.939,3,2,4,60.53
0,0.666,10,1,6,100.0
20,0.66,0,7,10,35.5
2,0.963,5,9,6,77.92
4,0.376,10,1,2,100.0
7,0.13,0,9,3,52.75
15,0.745,10,0,7,100.0
20,0.258,7,7,1,69.55
3,0.396,6,9,4,92.1
13,0.773,3,7,6,56.67
13,0.725,4,1,8,91.88
19,0.524,0,5,8,44.9
8,0.609,5,0,4,100.0
8,0.595,0,1,6,77.12
4,0.857,3,3,5,86.58
11,0.699,8,6,3,90.53
0,0.567,3,9,7,81.83
8,0.944,4,9,8,64.4
2,0.843,4,2,6,100.0
8,0.779,6,9,10,84.53
10,0.404,4,2,1,87.9
15,0.712,5,10,0,42.2
14,0.23,6,8,10,90.25
5,0.447,7,8,7,100.0
18,0.645,8,10,9,73.88
5,0.62,10,9,2,100.0
18,0.292,4,7,0,52.7
5,0.395,1,6,8,78.12
7,0.855,6,5,8,96.62
5,0.629,8,7,0,94.28
0,0.539,6,7,0,94.53
12,1.0,2,10,1,25.0
5,0.513,1,6,3,65.17
0,0.851,6,4,7,100.0
18,0.854,2,8,6,34.65
1,0.915,4,4,2,87.12
3,0.652,5,4,5,100.0
17,0.331,6,2,0,85.72
13,0.315,1,5,4,60.12
7,0.319,9,5,7,100.0
5,0.757,5,1,10,100.0
2,0.132,4,10,6,88.7
7,0.561,8,9,2,87.97
6,0.707,6,0,7,100.0
3,0.468,7,2,8,100.0
7,0.767,10,6,9,100.0
5,0.194,0,7,2,61.15
1,0.339,0,9,0,53.53
19,0.876,1,4,7,44.1
11,0.568,8,9,0,75.8
15,0.584,4,9,9,61.4
12,0.99,10,6,1,89.25
5,0.742,2,5,10,83.45
18,0.233,3,2,6,80.17
3,0.965,5,2,6,100.0
12,0.421,6,6,10,97.47
10,0.183,1,2,2,77.42
12,0.71,8,9,2,74.25
11,0.92,6,9,9,73.0
13,0.598,10,0,2,100.0
17,0.726,7,2,2,85.85
19,0.675,4,0,3,75.12
6,0.762,6,5,6,96.95
19,0.733,10,5,7,97.67
1,0.979,7,8,9,100.0
19,0.89,7,9,4,53.75
6,0.222,0,4,5,76.45
3,0.472,8,8,9,100.0
17,0.505,10,1,9,100.0
3,0.136,9,4,3,100.0
7,0.938,7,4,0,88.55
6,0.733,8,7,5,99.67
18,0.219,1,4,4,56.52
0,0.387,5,3,10,100.0
3,0.755,10,6,5,100.0
11,0.421,2,4,5,73.47
6,0.717,3,4,0,72.08
6,0.151,4,2,6,100.0
20,0.528,5,1,4,80.8
16,0.724,5,6,1,57.9
0,0.346,4,0,7,100.0
7,0.517,5,7,8,91.08
17,0.832,9,5,0,79.2
0,0.204,2,1,0,100.0
7,0.669,10,4,6,100.0
4,0.615,1,1,7,92.62
14,0.253,1,7,2,47.67
6,0.194,10,9,8,100.0
19,0.521,1,0,6,66.97
17,0.181,9,10,2,79.47
8,0.903,4,0,0,85.42
17,0.965,7,10,1,45.88
13,0.12,3,5,8,85.0
14,0.713,7,0,0,96.17
11,0.37,2,2,9,90.75
12,0.772,4,1,6,88.7
2,0.276,5,8,5,97.1
14,0.713,5,10,0,44.17
6,0.304,0,4,2,68.4
2,0.551,5,5,3,98.22
6,0.982,7,6,7,95.45
10,0.645,1,6,8,61.88
18,0.488,8,7,6,83.8
17,0.382,7,1,1,96.45
20,0.422,2,5,5,51.45
2,0.12,5,3,0,100.0
20,0.814,10,10,0,59.65
9,0.271,6,5,10,100.0
18,0.314,0,0,2,60.15
8,0.413,8,9,6,97.67
7,0.494,1,8,2,51.65
3,0.426,8,7,5,100.0
17,0.834,7,0,2,91.15
13,0.624,9,8,1,82.4
10,0.8,0,10,3,26.0
18,0.346,7,3,3,91.35
0,0.183,10,1,7,100.0
14,0.118,8,5,3,100.0
2,0.98,9,2,6,100.0
16,0.788,9,3,10,100.0
3,0.736,9,8,9,100.0
17,0.302,8,9,4,78.45
11,0.218,5,9,0,66.55
9,0.684,3,0,0,82.9
13,0.208,9,6,1,100.0
9,0.104,0,5,1,61.4
11,0.954,4,4,5,72.15
20,0.475,3,5,1,48.12
1,0.441,8,3,9,100.0
4,0.273,0,2,1,79.17
1,0.348,7,2,9,100.0
3,0.535,1,7,3,64.62
16,0.796,4,10,5,42.1
15,0.258,8,8,10,99.55
19,0.345,9,4,7,100.0
13,0.674,10,1,0,100.0
14,0.375,6,4,3,88.62
19,0.939,1,8,2,16.53
0,0.581,6,0,6,100.0
18,0.882,6,7,7,63.95
9,0.323,8,4,2,100.0
13,0.644,0,7,4,37.9
4,0.779,7,7,1,88.53
9,0.601,8,4,3,100.0
1,0.589,2,2,8,100.0
19,0.425,3,2,4,69.38
8,0.716,3,8,0,52.1
5,0.246,1,4,2,77.85
13,0.768,8,3,5,100.0
0,0.385,7,4,1,100.0
2,0.953,10,8,0,100.0
4,0.894,5,1,10,100.0
13,0.954,10,4,8,100.0
18,0.296,6,9,7,70.6
17,0.132,1,9,0,32.7
15,0.138,7,3,3,100.0
16,0.928,6,6,6,68.8
16,0.913,2,3,6,57.17
0,0.73,2,3,4,89.75
7,0.291,3,8,3,70.72
13,0.374,9,2,10,100.0
18,0.972,10,7,3,77.7
1,0.813,5,2,8,100.0
16,0.895,9,0,0,99.62
3,0.903,5,4,5,95.42
3,0.807,9,3,9,100.0
7,0.634,10,5,6,100.0
16,0.875,4,0,0,70.12
2,0.262,5,2,10,100.0
20,0.137,7,1,10,100.0
16,0.353,0,8,5,37.17
11,0.59,1,0,4,77.25
7,0.539,4,2,0,88.53
13,0.102,2,5,0,63.45
0,0.93,9,8,10,100.0
1,0.102,9,6,4,100.0
15,0.206,4,5,8,84.85
18,0.515,10,10,6,83.12
14,0.269,4,4,7,87.28
10,0.74,2,5,8,69.5
10,0.92,5,7,7,73.0
11,0.551,1,3,0,58.22
12,0.956,4,5,2,60.1
13,0.968,8,6,3,79.8
18,0.253,9,1,6,100.0
11,0.652,6,9,1,63.7
11,0.584,3,5,7,75.4
16,0.862,9,7,8,88.45
18,0.801,1,4,7,47.97
2,0.41,0,7,4,65.75
5,0.658,9,7,7,100.0
10,0.583,6,7,2,77.42
4,0.876,1,7,3,54.1
8,0.11,8,4,3,100.0
8,0.508,0,9,5,45.3
19,0.793,2,1,3,56.17
2,0.568,0,5,7,75.8
9,0.877,7,8,0,70.08
0,0.173,0,10,8,71.67
7,0.992,0,2,10,73.2
3,0.472,6,10,5,88.2
15,0.21,2,0,10,96.75
18,0.242,4,7,5,63.95
17,0.651,9,10,10,83.72
18,0.821,8,9,9,73.47
14,0.822,0,8,6,31.45
3,0.114,3,10,10,89.15
14,0.314,3,1,0,78.15
17,0.187,6,6,9,91.33
2,0.852,1,2,2,76.7
3,0.614,9,8,5,100.0
8,0.811,6,8,6,79.72
8,0.228,2,0,8,100.0
20,0.813,2,1,8,63.67
4,0.93,7,2,10,100.0
10,0.946,9,2,6,100.0
17,0.701,0,3,5,46.48
8,0.356,0,0,4,83.1
11,0.686,8,0,4,100.0
10,0.885,0,10,6,29.88
10,0.182,5,7,0,77.45
13,0.685,9,1,4,100.0
9,0.987,4,9,10,65.33
7,0.985,0,8,9,47.38
8,0.514,5,2,6,100.0
4,0.49,5,9,1,75.75
8,0.809,0,4,9,65.78
18,0.973,6,5,7,69.67
9,0.438,10,9,6,100.0
14,0.564,7,6,8,91.9
0,0.393,0,3,3,84.17
11,0.921,0,10,4,22.97
4,0.694,2,2,6,90.65
17,0.286,2,8,6,50.85
12,0.895,1,0,4,67.62
3,0.531,2,8,7,74.72
3,0.658,5,9,5,81.55
18,0.236,7,2,9,100.0
3,0.411,10,9,6,100.0
12,0.585,5,6,6,79.38
15,0.467,9,1,7,100.0
1,0.499,9,7,7,100.0
2,0.526,5,8,6,92.85
4,0.895,9,10,9,100.0
18,0.411,0,8,6,33.73
12,0.177,2,4,10,87.58
11,0.725,2,3,0,59.88
8,0.492,3,0,8,100.0
2,0.999,8,5,8,100.0
19,0.443,9,1,3,100.0
20,0.92,9,1,6,99.0
8,0.862,3,2,10,92.45
10,0.957,3,3,5,72.08
10,0.587,8,3,3,100.0
8,0.822,7,0,4,100.0
12,0.318,10,6,9,100.0
12,0.692,5,3,10,96.7
15,0.875,3,3,2,58.12
17,0.633,3,10,6,40.17
17,0.753,0,1,3,49.17
14,0.849,7,5,1,74.78
1,0.269,3,2,2,100.0
11,0.345,6,0,2,100.0
7,0.906,9,10,7,91.35
19,0.675,7,10,0,47.12
17,0.2,2,4,9,75.0
20,0.915,4,2,4,61.12
11,0.704,8,2,6,100.0
6,0.363,5,10,0,68.92
9,0.725,0,0,6,75.88
13,0.426,5,4,3,83.35
1,0.217,6,4,6,100.0
14,0.642,2,3,1,57.95
18,0.551,5,7,6,64.22
19,0.43,1,9,9,39.25
5,0.974,2,5,10,77.65
10,0.766,7,9,8,82.85
5,0.688,7,1,5,100.0
6,0.337,3,10,3,63.58
4,0.185,0,6,9,81.38
11,0.476,4,6,1,68.1
2,0.228,10,10,2,100.0
14,0.267,10,4,5,100.0
14,0.493,8,6,5,93.67
11,0.617,8,4,9,100.0
19,0.419,2,2,6,67.53
9,0.621,5,1,9,100.0
5,0.381,0,8,8,64.47
9,0.82,7,5,2,87.5
18,0.717,0,2,10,58.08
6,0.282,9,6,9,100.0
4,0.749,9,4,6,100.0
2,0.126,9,3,3,100.0
11,0.318,1,10,7,50.05
4,0.209,6,6,2,100.0
14,0.365,8,6,6,98.88
15,0.696,7,7,4,74.6
12,0.215,0,10,9,48.62
3,0.578,5,6,1,87.55
2,0.342,9,9,1,100.0
18,0.628,5,6,7,68.3
12,0.834,5,5,8,81.15
14,0.574,3,6,1,53.65
19,0.917,1,7,7,31.08
4,0.7,3,10,8,68.5
19,0.151,0,10,1,20.23
7,0.766,9,7,6,100.0
5,0.179,0,9,5,59.53
3,0.582,6,6,7,100.0
9,0.701,3,2,5,84.47
18,0.408,0,3,6,53.8
15,0.961,9,3,2,91.97
8,0.995,2,0,0,71.12
11,0.402,7,3,5,100.0
8,0.707,10,9,2,94.33
15,0.863,3,6,9,60.42
17,0.597,10,7,10,100.0
15,0.719,5,10,10,62.03
14,0.642,2,4,6,63.95
6,0.944,1,7,1,44.4
5,0.923,3,0,0,84.92
13,0.261,2,4,0,63.47
18,0.528,5,0,5,90.8
4,0.231,3,3,7,100.0
13,0.937,1,8,8,40.58
13,0.382,1,7,9,60.45
10,0.936,4,9,2,48.6
11,0.818,3,2,2,71.55
5,0.745,9,7,9,100.0
16,0.777,4,4,7,70.58
13,0.686,2,9,3,38.85
2,0.961,4,0,4,100.0
6,0.403,6,5,1,95.92
3,0.444,3,0,2,100.0
